Team,Shooting Factor,Turnover Factor,Rebounding Factor,Free Throw Factor
Atlanta Hawks,0.792981659109702,-1.085833123728278,0.6921602840897881,1.4842784449915563
Boston Celtics,0.27145611272554054,-0.0511579504309939,1.139276736494866,-1.0719788769383436
Brooklyn Nets,1.8690025718031813,-1.0905425356709222,-1.156350962653755,1.0719788769383445
Charlotte Hornets,-0.7729601258731414,0.4393450985162447,-0.2138532224601259,-0.24737974083192496
Chicago Bulls,-0.5651351394844912,-1.0303512395956207,0.07277147690816718,1.0307489201330244
Cleveland Cavaliers,-0.5955424544419735,1.6006643670377103,-0.1647814348218039,-1.4018185313809115
Dallas Mavericks,0.05698451319359512,1.5086424861394507,-0.3068318089433879,0.9895189633277035
Denver Nuggets,0.09612295472748127,0.08623614748868996,0.1881802631397307,0.9070590497170615
Detroit Pistons,-2.1815234403376182,1.5395421422816498,0.6860192140729713,0.16491982722128393
Golden State Warriors,-0.4193867428559169,0.8181493460816024,-1.5141069502169826,1.6079683154075182
Houston Rockets,0.15883324782397734,-0.37430575897725704,-1.601188642204454,1.5667383586021963
Indiana Pacers,0.8631690263798129,1.2168342804008176,-1.0876809142892274,-0.9895189633277017
League Average,0.015308000922884637,-0.005663035033167108,0.04031942004221741,9.154889469913595e-16
Los Angeles Clippers,0.5450513708418822,-0.2689951126584259,0.039003410057069914,-0.1649198272212821
Los Angeles Lakers,1.444091887075393,-1.0731928964187862,1.0382109181145471,-0.9895189633277017
Memphis Grizzlies,-0.5970082532511323,0.04415030344474157,-0.19249313560147435,-1.2781286609649485
Miami Heat,0.8786621372640956,-1.2717266180583906,-1.803909633285341,-0.08245991361064105
Milwaukee Bucks,2.015835120782899,-0.36737801617694615,1.4262854763855992,-0.7833691793010968
Minnesota Timberwolves,-1.6887337983033865,0.5910748936184125,0.05797256408541166,-1.0719788769383436
New Orleans Pelicans,-0.6500416115790243,-0.10470298802299371,2.351407876923218,0.5772193952744937
New York Knicks,0.5898518609445998,-1.7031274584867926,0.12901357719193626,-0.5772193952744918
Oklahoma City Thunder,-0.25208447630620345,-1.7451989348676304,-1.5083140569116682,-1.4430484881862324
Orlando Magic,-0.5054191630008442,0.9310110525368902,1.034494624483319,0.2473797408319268
Philadelphia 76ers,1.6843035364061056,-0.6996921334221397,0.001192410963032535,0.5772193952744937
Phoenix Suns,0.8542026188976809,0.11989868687200897,-0.13064605549697506,-0.6184493520798129
Portland Trail Blazers,-0.7980666202951244,0.9853773668602885,-0.5225377646480638,0.4947594816638527
Sacramento Kings,-1.3725431593009727,0.33317918144499864,1.393555297841864,1.1956687473543084
San Antonio Spurs,-0.8656534704738308,0.6125407355299799,-0.3953524996638219,-1.1956687473543066
Toronto Raptors,-0.41305036360914693,1.0627347276655794,-1.0141115650660715,0.16491982722128393
Utah Jazz,0.07604012593446788,-1.755450319037738,1.1979116194512107,-1.4018185313809115
Washington Wizards,-0.5347479257204925,0.7379373046670171,0.12438347601820443,1.2368987041596284
