Team,Shooting Factor,Turnover Factor,Rebounding Factor,Free Throw Factor
Atlanta Hawks,-0.10141771971189094,-0.3456342480416775,-0.07107930752334385,0.17511852812865675
Boston Celtics,0.8149435953109958,0.25726035285293225,-1.1522607532892735,0.5675528200796185
Brooklyn Nets,-0.3032422575665723,-2.5741371061884184,-1.415917200126611,1.025392827355739
Charlotte Hornets,-0.925617372160499,1.2064320695892214,-0.16810975743847023,1.025392827355739
Chicago Bulls,-0.7627238256701103,0.05387112834595119,1.2602175594107319,0.10971281280349646
Cleveland Cavaliers,1.1702151035985855,-0.9564528715051468,-0.7733581122264689,-0.21731576382230497
Dallas Mavericks,-0.9473972535033464,2.2611212536221026,-1.418610952286276,-1.9832700776016312
Denver Nuggets,-0.11825501339698329,-1.9288681547191104,1.9485307123355333,0.5675528200796185
Detroit Pistons,-0.9659897811351527,1.032366666522902,1.75168953995609,-2.5719215155280737
Golden State Warriors,3.0824339987272666,0.2082711731962501,-0.7376947283376545,-0.021098617846824118
Houston Rockets,0.9896954709670607,0.014789244524553952,0.12658277246267463,1.61404426528218
Indiana Pacers,0.09755649087041322,0.6534618623682868,-1.0888928174852521,0.044307097478334716
League Average,0.005703839837972586,-0.0037025724575130005,-0.0035831163012814277,-0.021098617846824118
Los Angeles Clippers,1.2634416077101875,0.03298269600480101,-0.5275019880433168,0.9599871120305787
Los Angeles Lakers,-1.5939672781364076,-0.375679239264608,0.22850748994293524,-0.5443443404481064
Memphis Grizzlies,-0.5477528156349017,1.2766069842031518,0.7352792903911026,0.30592995877897733
Miami Heat,0.6724285447339328,0.26068929397076684,0.15380088402728884,-1.7216472163009902
Milwaukee Bucks,0.3751069988791945,0.314417964241302,-1.009443154045634,-0.41353290979778584
Minnesota Timberwolves,-0.9666206160549861,0.3619697705257063,1.0209094608043718,0.9599871120305787
New Orleans Pelicans,-0.1447756047236113,0.5998813787966867,-1.5191188008008178,-0.7405614864235872
New York Knicks,-0.5543712307733475,-0.6807685621122397,0.23084775526827764,-0.8059672017487476
Oklahoma City Thunder,-0.47691810040577437,-0.5142218354582591,2.2919367833691022,0.8945813967054185
Orlando Magic,-1.355489103788505,-0.20043545071116145,-0.3535528981309235,-1.1984014936997078
Philadelphia 76ers,-0.49752006385977043,-1.2640035772002296,-0.7858508151225918,-0.5443443404481064
Phoenix Suns,-1.2864572325919679,-0.21488257916618775,0.810830137042228,1.679449980607342
Portland Trail Blazers,0.4625145648772169,-0.7163777064941411,-0.07266184942473333,0.43674138942929785
Sacramento Kings,-0.41084297268858305,-0.5575462440997762,-0.9407071946865619,0.17511852812865675
San Antonio Spurs,1.3215725564864664,0.7527964285500147,0.5065511761050668,-0.15191004849714324
Toronto Raptors,0.3265737465074864,1.45111610756185,0.4188364945544259,1.2216099733312198
Utah Jazz,1.2571382983881279,-1.2089366527714895,0.7121067980747516,-0.47893862512294466
Washington Wizards,0.12003342490750435,0.8036124253134788,-0.15828340847536954,-0.3481271944726255
