Team,Shooting Factor,Turnover Factor,Rebounding Factor,Free Throw Factor
Atlanta Hawks,-0.7530128296626913,-1.2724528618752504,0.44594557407682844,-0.04649603032870137
Boston Celtics,0.8242391966231006,1.5354174290372247,-0.5232144507043234,-1.2476434804868457
Brooklyn Nets,0.34323759423748074,-1.1285644849876517,0.08373426998604494,0.794307184781997
Charlotte Hornets,-0.9069794470606326,0.9875732034931991,-0.4553639142048362,0.433962949734555
Chicago Bulls,-1.442061591750184,-0.6845269345442931,-1.1858862907284433,-0.8872992454394024
Cleveland Cavaliers,-2.3642779901454842,-0.6176043141051772,0.2583262661329834,-0.7671845004235893
Dallas Mavericks,-0.1056115298243649,-0.8458846105986202,0.05535158054861478,0.6741924397661826
Denver Nuggets,0.2312626593348024,0.3268693225794529,1.7703932844209256,-1.1275287354710313
Detroit Pistons,-0.6875392436115075,0.4668175876330264,1.299636681385324,-0.22666814785242437
Golden State Warriors,2.2465415888368048,-0.7643129919913185,-0.13350316398298526,-0.8272418729314965
Houston Rockets,0.6392538261165717,1.1676085003012362,-1.0427823550693176,0.9744793023057187
Indiana Pacers,0.487578663375043,1.3630206057040057,-0.6703769957036737,-1.1275287354710313
League Average,0.005954089329389584,-0.005772676938474368,0.007665513659404059,0.013561342179204511
Los Angeles Clippers,0.5604618636138483,-1.052754845300537,-0.7537925590000712,2.956372595066654
Los Angeles Lakers,0.4475510375627844,-1.0990170705380737,-0.5204870211008753,-0.8272418729314965
Memphis Grizzlies,-0.4381266735074421,0.795064076583712,-0.868109603296491,0.013561342179204511
Miami Heat,0.17636147776935193,-0.31526686527566994,0.9134727419268392,-1.5479303430263818
Milwaukee Bucks,1.8323210596882056,-0.42405659187713823,0.42582251207517363,0.1336760871950176
Minnesota Timberwolves,-1.028519176650235,1.1685983012069385,-0.11495775051719037,0.8543645572899042
New Orleans Pelicans,-0.11146058345788441,-0.7930592079687526,0.3344318885122985,0.07361871468711173
New York Knicks,-1.679850183033395,-0.6292862810502342,-0.5800624973519756,0.2537908322108334
Oklahoma City Thunder,-0.26791553695886783,2.13915404120661,1.5809328420314972,0.07361871468711173
Orlando Magic,0.03854037693881076,-0.06988203869229725,0.6253589638594479,-1.607987715534289
Philadelphia 76ers,0.7677870147854033,-1.5420862548904926,1.2089880219916536,2.115569379955956
Phoenix Suns,-1.1497172912460165,-0.23144531949020974,-2.554103929812771,-0.04649603032870137
Portland Trail Blazers,0.44946594488719116,-0.8253563917148191,1.655056791856518,0.794307184781997
Sacramento Kings,-0.2761661524434442,1.6691760032393843,-0.5688237589899382,-0.7071271279156821
San Antonio Spurs,0.26209449169916477,-0.01719247088829355,0.14726611935967007,-0.28672552036033155
Toronto Raptors,1.3089011381830398,0.49007748348042257,-0.3741844861874932,0.013561342179204511
Utah Jazz,1.2187985472513068,-0.8223992912405829,1.212303674253145,0.6741924397661826
Washington Wizards,-0.6291123408801511,1.0315449495026745,-1.6790379494259824,0.433962949734555
